ID,Visits,SiteType,Rank,StartTime,EndTime,TimeInterval,ObamaMentions
n369,434,Politics,17,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n370,916,Politics,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n371,1466,Politics,32,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n372,2524,Politics,38,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n373,11648,Media,57,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n374,354,Politics,9,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n375,490,Politics,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n376,867,Media,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n377,520,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n378,667,Media,20,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n379,465,Politics,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n380,1232,Media,24,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n381,1405,Media,23,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n382,1259,Politics,28,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n383,210,Politics,5,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n384,168,Politics,9,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n385,600,Politics,22,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n386,807,Politics,31,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n387,382,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n388,121,Media,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n389,991,Media,17,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n390,11273,Media,52,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n391,562,Politics,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n392,169,Media,4,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n393,362,Media,11,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n394,354,Politics,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n395,361,Media,13,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n396,479,Media,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n397,211,Politics,6,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n398,1513,Media,20,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n399,507,Media,11,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n400,1731,Media,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n401,648,Politics,13,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n402,145,Media,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n403,73,Media,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n404,639,Media,27,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n405,323,Politics,15,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n406,843,Politics,33,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n407,881,Media,28,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n408,1753,Politics,39,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n409,646,Media,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n410,19065,Media,64,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n411,1382,Media,28,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n412,2549,Media,43,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n413,183,Politics,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n414,97,Politics,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n415,405,Politics,10,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n417,278,Politics,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n418,460,Politics,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n419,191,Politics,6,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n420,142,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n422,463,Media,20,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n423,1018,Media,30,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n424,576,Media,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n425,482,Media,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n426,165,Politics,4,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n427,471,Politics,8,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n428,252,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n429,361,Politics,14,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n430,67,Politics,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n431,454,Media,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n432,467,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n433,95,Politics,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n434,68,Politics,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n435,83,Politics,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n436,483,Politics,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n437,651,Politics,25,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n438,691,Politics,24,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n439,119,Media,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n440,767,Media,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n441,304,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n442,489,Politics,6,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n443,262,Politics,10,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n444,418,Media,18,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n445,187,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n446,922,Media,24,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n447,465,Media,17,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n448,340,Media,10,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n449,243,Politics,6,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n450,2694,Media,45,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n451,669,Politics,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n452,741,Politics,29,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n453,227,Politics,8,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n456,407,Politics,9,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n457,2241,Media,35,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n458,157,Politics,5,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n459,334,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n460,527,Politics,20,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n461,126,Politics,5,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n462,328,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n463,428,Media,15,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n464,330,Politics,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n465,1243,Media,27,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n466,463,Media,13,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n467,1613,Media,30,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n468,392,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n469,760,Politics,25,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n470,1551,Media,31,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n471,482,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n472,716,Media,21,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n473,3507,Media,45,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n474,854,Politics,28,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n475,335,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n476,1700,Politics,30,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n477,558,Media,26,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n478,431,Politics,14,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n479,1258,Media,28,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n480,99,Politics,2,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n481,282,Politics,9,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n482,611,Politics,14,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n483,831,Politics,30,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n484,420,Media,16,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n485,333,Media,13,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n486,146,Politics,6,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n487,165,Media,11,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n488,652,Media,22,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n489,1214,Media,35,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n490,515,Media,18,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n491,1567,Media,30,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n492,190,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n493,819,Politics,24,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n494,159,Politics,9,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n495,447,Media,17,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n496,209,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n497,190,Media,8,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n498,654,Media,26,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n499,749,Politics,24,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n500,135,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n501,548,Politics,21,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n502,83,Politics,1,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n503,118,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n504,111,Politics,3,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n505,242,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n506,168,Politics,3,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n507,132,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n508,248,Media,6,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n515,79,Politics,1,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n516,287,Politics,11,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n517,222,Politics,6,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n518,398,Politics,14,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n519,174,Politics,1,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n520,74,Politics,1,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n521,222,Politics,4,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n522,181,Politics,3,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n523,371,Politics,16,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n524,417,Politics,18,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n526,181,Politics,5,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n527,261,Politics,10,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n528,278,Media,7,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n529,198,Politics,10,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n530,754,Media,28,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n531,194,Media,9,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n532,344,Media,17,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n533,268,Politics,5,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n534,212,Politics,8,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n535,261,Media,10,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n536,493,Politics,13,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n537,279,Media,15,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n538,477,Media,12,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n539,171,Media,6,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n540,191,Politics,3,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n541,1166,Media,27,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n542,230,Media,9,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n543,863,Media,21,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n544,1112,Media,22,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n546,540,Media,17,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n547,520,Politics,15,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n549,355,Media,12,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n550,774,Media,27,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n551,61,Politics,1,310,1200,"<[ 310, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
